File,Model,Operation,Severity,Issue
"src/app/api/subscriptions/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/subscriptions/route.ts","tenantAccount","update","CRITICAL","Mutation without tenantId"
"src/app/api/subscriptions/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/subscriptions/route.ts","tenantAccount","update","CRITICAL","Mutation without tenantId"
"src/app/api/subscriptions/route.ts","tenantAccount","update","CRITICAL","Mutation without tenantId"
"src/app/api/sys/desktop-crash/route.ts","desktopCrashReport","create","CRITICAL","Mutation without tenantId"
"src/app/api/system/numbering/route.ts","numberingSequence","update","CRITICAL","Mutation without tenantId"
"src/app/api/system/numbering/route.ts","numberingSequence","create","CRITICAL","Mutation without tenantId"
"src/app/api/system/numbering/route.ts","numberingSequence","update","CRITICAL","Mutation without tenantId"
"src/app/api/telegram/webhook/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/tenant/create/route.ts","tenantAccount","create","CRITICAL","Mutation without tenantId"
"src/app/api/tenant/provision/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/tenant/provision/route.ts","company","create","CRITICAL","Mutation without tenantId"
"src/app/api/tenant/provision/route.ts","branch","create","CRITICAL","Mutation without tenantId"
"src/app/api/tenant/provision/route.ts","stock","create","CRITICAL","Mutation without tenantId"
"src/app/api/tenant/provision/route.ts","customer","create","CRITICAL","Mutation without tenantId"
"src/app/api/tenant/provision/route.ts","unit","createMany","CRITICAL","Mutation without tenantId"
"src/app/api/tenant/provision/route.ts","tenantAccount","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/treasury/bank-import/route.ts","bankStatementLine","update","CRITICAL","Mutation without tenantId"
"src/app/api/treasury/bank-import/route.ts","treasury","update","CRITICAL","Mutation without tenantId"
"src/app/api/treasury/bank-recon/route.ts","bankStatement","create","CRITICAL","Mutation without tenantId"
"src/app/api/treasury/bank-recon/route.ts","bankStatementLine","update","CRITICAL","Mutation without tenantId"
"src/app/api/treasury/bank-recon/route.ts","bankStatementLine","update","CRITICAL","Mutation without tenantId"
"src/app/api/treasury/bank-statements/route.ts","bankStatement","create","CRITICAL","Mutation without tenantId"
"src/app/api/treasury/cash-position/snapshot/route.ts","cashPositionSnapshot","create","CRITICAL","Mutation without tenantId"
"src/app/api/treasury/liquidity/forecast/generate/route.ts","liquidityScenario","create","CRITICAL","Mutation without tenantId"
"src/app/api/treasury/liquidity/forecast/generate/route.ts","liquidityForecast","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/treasury/liquidity/forecast/generate/route.ts","liquidityForecast","createMany","CRITICAL","Mutation without tenantId"
"src/app/api/units/route.ts","unit","create","CRITICAL","Mutation without tenantId"
"src/app/api/units/route.ts","unit","delete","CRITICAL","Mutation without tenantId"
"src/app/api/users/route.ts","userPermission","create","CRITICAL","Mutation without tenantId"
"src/app/api/users/route.ts","userPermission","create","CRITICAL","Mutation without tenantId"
"src/app/api/users/route.ts","userPermission","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/users/route.ts","userPermission","create","CRITICAL","Mutation without tenantId"
"src/app/api/users/route.ts","userPermission","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/users/route.ts","userPermission","create","CRITICAL","Mutation without tenantId"
"src/app/api/users/route.ts","userPermission","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/v3/clinic/emr/route.ts","clinicPatientRecord","create","CRITICAL","Mutation without tenantId"
"src/app/api/v3/construction/boq/route.ts","constructionBOQ","create","CRITICAL","Mutation without tenantId"
"src/app/api/v3/distribution/wms/route.ts","distributionRoute","create","CRITICAL","Mutation without tenantId"
"src/app/api/v3/manufacturing/mrp/route.ts","manufacturingBOM","create","CRITICAL","Mutation without tenantId"
"src/app/api/v3/realestate/leases/route.ts","realEstateLease","create","CRITICAL","Mutation without tenantId"
"src/app/api/v3/restaurant/kds/route.ts","restaurantKDSTicket","create","CRITICAL","Mutation without tenantId"
"src/app/api/v3/retail/pos/route.ts","retailPOSOrder","create","CRITICAL","Mutation without tenantId"
"src/app/api/v3/school/sis/route.ts","schoolStudent","create","CRITICAL","Mutation without tenantId"
"src/app/api/v3/services/timesheet/route.ts","serviceTimesheet","create","CRITICAL","Mutation without tenantId"
"src/app/api/vacations/route.ts","vacation","create","CRITICAL","Mutation without tenantId"
"src/app/api/vacations/route.ts","vacation","update","CRITICAL","Mutation without tenantId"
"src/app/api/warehouses/route.ts","stock","create","CRITICAL","Mutation without tenantId"
"src/app/api/warehouses/wms/route.ts","warehouseZone","create","CRITICAL","Mutation without tenantId"
"src/app/api/warehouses/wms/route.ts","warehouseRack","create","CRITICAL","Mutation without tenantId"
"src/app/api/warehouses/wms/route.ts","warehouseBin","create","CRITICAL","Mutation without tenantId"
"src/app/api/warehouses/[id]/route.ts","stock","update","CRITICAL","Mutation without tenantId"
"src/app/api/warehouses/[id]/route.ts","stock","delete","CRITICAL","Mutation without tenantId"
"src/app/api/webhooks/salla/route.ts","customer","create","HIGH","Status change without audit"
"src/app/api/webhooks/salla/route.ts","salesInvoice","create","CRITICAL","Mutation without tenantId"
"src/app/api/webhooks/salla/route.ts","salesInvoiceDetail","updateMany","CRITICAL","Mutation without tenantId"
"src/app/api/webhooks/zid/route.ts","product","update","CRITICAL","Mutation without tenantId"
"src/app/api/webhooks/zid/route.ts","customer","create","CRITICAL","Mutation without tenantId"
"src/app/api/webhooks/zid/route.ts","salesInvoice","create","CRITICAL","Mutation without tenantId"
"src/app/api/whatsapp/interactive/route.ts","approvalStep","update","CRITICAL","Mutation without tenantId"
"src/app/api/whatsapp/interactive/route.ts","approvalRequest","update","CRITICAL","Mutation without tenantId"
"src/app/api/whatsapp/interactive/route.ts","approvalStep","update","CRITICAL","Mutation without tenantId"
"src/app/api/whatsapp/interactive/route.ts","approvalRequest","update","CRITICAL","Mutation without tenantId"
"src/app/api/zatca/onboard/route.ts","setting","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/zatca/onboard/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/zatca/qr/route.ts","salesInvoice","update","CRITICAL","Mutation without tenantId"
"src/app/api/zatca/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/zatca/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/zatca/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/zatca/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/zatca/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
